"route","county","post_mile","leg","direction","station","description","year","integer_hour","median_count","avg_count","sd_count","days_observed"
"580","SJ",15.34,"O","E",NA,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2002",1,1526.5,1506.34615384615,251.158426863634,26
"580","SJ",15.34,"O","E",NA,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2002",2,1108,1094.34615384615,209.121962941761,26
"580","SJ",15.34,"O","E",NA,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2002",3,762.5,794.038461538462,111.024494871801,26
"580","SJ",15.34,"O","E",NA,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2002",4,722,716.230769230769,91.8421723141641,26
"580","SJ",15.34,"O","E",NA,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2002",5,726.5,718.076923076923,88.7535568084674,26
"580","SJ",15.34,"O","E",NA,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2002",6,883.5,911.346153846154,240.858455082265,26
"580","SJ",15.34,"O","E",NA,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2002",7,1375.5,1524.5,450.705779860876,26
"580","SJ",15.34,"O","E",NA,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2002",8,2216.5,2209.15384615385,295.281383403383,26
"580","SJ",15.34,"O","E",NA,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2002",9,2442,2456.08,86.176137455021,25
"580","SJ",15.34,"O","E",NA,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2002",10,2537.5,2582.92307692308,190.405656024588,26
"580","SJ",15.34,"O","E",NA,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2002",11,2767,2774.16,128.020402019886,25
"580","SJ",15.34,"O","E",NA,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2002",12,2912,2958.2,188.599001411284,25
"580","SJ",15.34,"O","E",NA,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2002",13,3229,3244.32,226.761019577881,25
"580","SJ",15.34,"O","E",NA,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2002",14,3823,3712.24,338.605630982908,25
"580","SJ",15.34,"O","E",NA,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2002",15,4759.5,4755.5,871.837381625725,26
"580","SJ",15.34,"O","E",NA,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2002",16,6408,6169.65384615385,733.045752586164,26
"580","SJ",15.34,"O","E",NA,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2002",17,6962,6918.84,391.438019785168,25
"580","SJ",15.34,"O","E",NA,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2002",18,7122.5,7075.19230769231,306.923185078061,26
"580","SJ",15.34,"O","E",NA,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2002",19,6845.5,6763.5,445.739318436236,26
"580","SJ",15.34,"O","E",NA,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2002",20,6021,5808.07692307692,941.864615454978,26
"580","SJ",15.34,"O","E",NA,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2002",21,4310.5,4381,940.535209335621,26
"580","SJ",15.34,"O","E",NA,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2002",22,3082.5,3254.07692307692,832.45367069054,26
"580","SJ",15.34,"O","E",NA,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2002",23,2458,2475.92,288.268815517739,25
"580","SJ",15.34,"O","W",10,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2000",0,751,758.029411764706,68.4178274189878,34
"580","SJ",15.34,"O","W",10,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2000",1,503,507.457142857143,51.5896380710557,35
"580","SJ",15.34,"O","W",10,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2000",2,419,422.971428571429,26.7642053697776,35
"580","SJ",15.34,"O","W",10,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2000",3,543,549.057142857143,39.494558714679,35
"580","SJ",15.34,"O","W",10,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2000",4,1392,1383.4,63.7505247959945,35
"580","SJ",15.34,"O","W",10,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2000",5,4855,4787.74285714286,318.63877232203,35
"580","SJ",15.34,"O","W",10,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2000",6,5265,5192.54285714286,282.002956060554,35
"580","SJ",15.34,"O","W",10,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2000",7,5317,5186.57142857143,462.572874113416,35
"580","SJ",15.34,"O","W",10,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2000",8,4821,4761.51428571429,306.943027040426,35
"580","SJ",15.34,"O","W",10,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2000",9,4180,4180.37142857143,181.624869655317,35
"580","SJ",15.34,"O","W",10,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2000",10,3592,3657.4,237.3763702993,35
"580","SJ",15.34,"O","W",10,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2000",11,3174,3208.82857142857,216.427611280007,35
"580","SJ",15.34,"O","W",10,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2000",12,2892,2937.28571428571,298.762897474842,35
"580","SJ",15.34,"O","W",10,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2000",13,2865,2921.08571428571,359.474810655487,35
"580","SJ",15.34,"O","W",10,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2000",14,2983.5,3016.02941176471,162.41146498083,34
"580","SJ",15.34,"O","W",10,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2000",15,3304,3333.20588235294,164.322443442443,34
"580","SJ",15.34,"O","W",10,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2000",16,3851,3894.28571428571,299.113353629235,35
"580","SJ",15.34,"O","W",10,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2000",17,3852,3862.94285714286,216.510826092198,35
"580","SJ",15.34,"O","W",10,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2000",18,3567,3592.77142857143,285.789627041238,35
"580","SJ",15.34,"O","W",10,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2000",19,2908.5,2892.41176470588,172.928101655705,34
"580","SJ",15.34,"O","W",10,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2000",20,2110.5,2130.91176470588,296.132072055395,34
"580","SJ",15.34,"O","W",10,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2000",21,1644.5,1662.11764705882,171.105454760628,34
"580","SJ",15.34,"O","W",10,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2000",22,1442,1466.5,137.505977831489,34
"580","SJ",15.34,"O","W",10,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2000",23,1127.5,1119.47058823529,90.9839264173082,34
"580","SJ",15.34,"O","W",10,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2001",0,805.5,814.197368421053,99.913965622008,76
"580","SJ",15.34,"O","W",10,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2001",1,590,596.306666666667,124.622996157094,75
"580","SJ",15.34,"O","W",10,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2001",2,605.5,617.171052631579,125.573074413044,76
"580","SJ",15.34,"O","W",10,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2001",3,795,834.342105263158,254.026799249296,76
"580","SJ",15.34,"O","W",10,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2001",4,1949,1926.98648648649,352.543652917116,74
"580","SJ",15.34,"O","W",10,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2001",5,6290,6252.54666666667,586.363283144349,75
"580","SJ",15.34,"O","W",10,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2001",6,7406,7259.05333333333,746.266018313905,75
"580","SJ",15.34,"O","W",10,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2001",7,7115,6930.66666666667,782.279281250548,75
"580","SJ",15.34,"O","W",10,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2001",8,6071,5992.62666666667,650.552899428598,75
"580","SJ",15.34,"O","W",10,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2001",9,4964.5,4945.9054054054,209.417598723968,74
"580","SJ",15.34,"O","W",10,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2001",10,4207.5,4178.90789473684,229.015526555535,76
"580","SJ",15.34,"O","W",10,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2001",11,3545,3550.68831168831,207.207324330784,77
"580","SJ",15.34,"O","W",10,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2001",12,3167,3201.17333333333,208.967821998102,75
"580","SJ",15.34,"O","W",10,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2001",13,2997,3040.56,221.014567209763,75
"580","SJ",15.34,"O","W",10,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2001",14,3007,3035.5974025974,193.081538525775,77
"580","SJ",15.34,"O","W",10,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2001",15,2929.5,2959.18421052632,216.079165154892,76
"580","SJ",15.34,"O","W",10,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2001",16,2975.5,3031.10526315789,227.792746676878,76
"580","SJ",15.34,"O","W",10,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2001",17,2713,2752.93506493506,225.083045356383,77
"580","SJ",15.34,"O","W",10,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2001",18,2483,2515.44155844156,244.257925234054,77
"580","SJ",15.34,"O","W",10,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2001",19,2081,2078.92207792208,236.85998341424,77
"580","SJ",15.34,"O","W",10,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2001",20,1675,1704.22077922078,228.199337109641,77
"580","SJ",15.34,"O","W",10,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2001",21,1485.5,1522.05263157895,139.704726213238,76
"580","SJ",15.34,"O","W",10,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2001",22,1500,1490.18421052632,168.585385726942,76
"580","SJ",15.34,"O","W",10,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2001",23,1144,1153.57894736842,143.406486432369,76
"580","SJ",15.34,"O","W",10,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2002",0,772,791.529411764706,62.7356733117797,17
"580","SJ",15.34,"O","W",10,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2002",1,586,584.411764705882,50.0100725148562,17
"580","SJ",15.34,"O","W",10,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2002",2,600,597.294117647059,38.1162116196677,17
"580","SJ",15.34,"O","W",10,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2002",3,829,828.176470588235,74.0094886603381,17
"580","SJ",15.34,"O","W",10,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2002",4,1960,1939.64705882353,108.520701467779,17
"580","SJ",15.34,"O","W",10,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2002",5,5830,5843.41176470588,245.386954325085,17
"580","SJ",15.34,"O","W",10,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2002",6,7546,7571.47058823529,345.34676733087,17
"580","SJ",15.34,"O","W",10,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2002",7,7171,7089.88235294118,269.746613128168,17
"580","SJ",15.34,"O","W",10,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2002",8,6041,6025.82352941176,303.612259982638,17
"580","SJ",15.34,"O","W",10,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2002",9,5072,5049.17647058824,137.711762067605,17
"580","SJ",15.34,"O","W",10,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2002",10,4291,4296.05882352941,74.500394787742,17
"580","SJ",15.34,"O","W",10,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2002",11,3555,3572.76470588235,156.565293652427,17
"580","SJ",15.34,"O","W",10,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2002",12,3174,3215.94117647059,139.388607222862,17
"580","SJ",15.34,"O","W",10,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2002",13,3127,3130.82352941176,172.212163948325,17
"580","SJ",15.34,"O","W",10,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2002",14,3058,3085.35294117647,152.349902025104,17
"580","SJ",15.34,"O","W",10,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2002",15,3013,3034.88235294118,140.642668824641,17
"580","SJ",15.34,"O","W",10,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2002",16,3074,3125,174.035915833485,17
"580","SJ",15.34,"O","W",10,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2002",17,2935,2913.76470588235,172.650488491839,17
"580","SJ",15.34,"O","W",10,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2002",18,2644,2694.64705882353,155.825600101712,17
"580","SJ",15.34,"O","W",10,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2002",19,2145,2178.82352941176,124.813478485958,17
"580","SJ",15.34,"O","W",10,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2002",20,1729,1769.11764705882,139.751959893655,17
"580","SJ",15.34,"O","W",10,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2002",21,1629,1610.17647058824,140.705914629644,17
"580","SJ",15.34,"O","W",10,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2002",22,1466,1484.11764705882,148.781669886171,17
"580","SJ",15.34,"O","W",10,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2002",23,1173,1163.76470588235,79.2153152898515,17
"580","SJ",15.34,"O","W",NA,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2002",0,1024.5,1029.07692307692,278.552676968206,26
"580","SJ",15.34,"O","W",NA,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2002",1,701,705.461538461538,121.655655279722,26
"580","SJ",15.34,"O","W",NA,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2002",2,594,611.153846153846,75.9313860311754,26
"580","SJ",15.34,"O","W",NA,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2002",3,734,730.461538461538,144.408373931495,26
"580","SJ",15.34,"O","W",NA,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2002",4,1062.5,1390.65384615385,571.550308708355,26
"580","SJ",15.34,"O","W",NA,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2002",5,2118,3800.73076923077,1975.86875186977,26
"580","SJ",15.34,"O","W",NA,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2002",6,6099.5,6528.11538461538,805.700754718429,26
"580","SJ",15.34,"O","W",NA,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2002",7,7057,7109.61538461538,377.405148552383,26
"580","SJ",15.34,"O","W",NA,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2002",8,6042.5,6183.19230769231,649.887314492645,26
"580","SJ",15.34,"O","W",NA,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2002",9,5352,5357.57692307692,445.350304643607,26
"580","SJ",15.34,"O","W",NA,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2002",10,4756.5,4633.92307692308,387.936584825605,26
"580","SJ",15.34,"O","W",NA,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2002",11,4076,3993.61538461538,367.185629013237,26
"580","SJ",15.34,"O","W",NA,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2002",12,3497.5,3486,250.406868915371,26
"580","SJ",15.34,"O","W",NA,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2002",13,3198,3232.04,125.933342156343,25
"580","SJ",15.34,"O","W",NA,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2002",14,3171,3236.88461538462,238.980388638579,26
"580","SJ",15.34,"O","W",NA,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2002",15,3144,3160.4,162.882626452302,25
"580","SJ",15.34,"O","W",NA,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2002",16,3136,3155,158.357191184992,25
"580","SJ",15.34,"O","W",NA,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2002",17,3101,3129.48,336.934850280189,25
"580","SJ",15.34,"O","W",NA,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2002",18,2928,2941.19230769231,345.654974705213,26
"580","SJ",15.34,"O","W",NA,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2002",19,2603.5,2595.34615384615,406.167447470394,26
"580","SJ",15.34,"O","W",NA,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2002",20,2025,2076.88461538462,353.468338262207,26
"580","SJ",15.34,"O","W",NA,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2002",21,1658,1690.64,156.98298209254,25
"580","SJ",15.34,"O","W",NA,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2002",22,1552,1561,123.173319621851,25
"580","SJ",15.34,"O","W",NA,"SAN JOAQUIN/ALAMEDA COUNTY LIN","2002",23,1376,1335.04,166.634950315553,25
"680","ALA",8.312,"B","N",914,"SHERIDAN ROAD INTERCHANGE","2002",0,1082,1149.6,226.239548561549,25
"680","ALA",8.312,"B","N",914,"SHERIDAN ROAD INTERCHANGE","2002",1,584,645.851851851852,174.691531145992,27
"680","ALA",8.312,"B","N",914,"SHERIDAN ROAD INTERCHANGE","2002",2,516,494.518518518519,104.021584435587,27
"680","ALA",8.312,"B","N",914,"SHERIDAN ROAD INTERCHANGE","2002",3,407,421.111111111111,61.7839494549872,27
"680","ALA",8.312,"B","N",914,"SHERIDAN ROAD INTERCHANGE","2002",4,413,401.444444444444,93.9829498994093,27
"680","ALA",8.312,"B","N",914,"SHERIDAN ROAD INTERCHANGE","2002",5,456.5,443.730769230769,59.8555312012567,26
"680","ALA",8.312,"B","N",914,"SHERIDAN ROAD INTERCHANGE","2002",6,1231.5,1088.19230769231,347.725756219555,26
"680","ALA",8.312,"B","N",914,"SHERIDAN ROAD INTERCHANGE","2002",7,2814,2615.07407407407,723.359838421001,27
"680","ALA",8.312,"B","N",914,"SHERIDAN ROAD INTERCHANGE","2002",8,3791,3787.44444444444,327.321335097877,27
"680","ALA",8.312,"B","N",914,"SHERIDAN ROAD INTERCHANGE","2002",9,3762,3825.69230769231,293.896821245929,26
"680","ALA",8.312,"B","N",914,"SHERIDAN ROAD INTERCHANGE","2002",10,3066,3169.37037037037,397.670152082791,27
"680","ALA",8.312,"B","N",914,"SHERIDAN ROAD INTERCHANGE","2002",11,2623,2667.11111111111,212.65850800201,27
"680","ALA",8.312,"B","N",914,"SHERIDAN ROAD INTERCHANGE","2002",12,2636,2634.18518518519,161.203654529351,27
"680","ALA",8.312,"B","N",914,"SHERIDAN ROAD INTERCHANGE","2002",13,2829,2873.51851851852,220.223552567415,27
"680","ALA",8.312,"B","N",914,"SHERIDAN ROAD INTERCHANGE","2002",14,3401,3409.37037037037,290.787544457111,27
"680","ALA",8.312,"B","N",914,"SHERIDAN ROAD INTERCHANGE","2002",15,5012,4749.33333333333,698.270886382377,27
"680","ALA",8.312,"B","N",914,"SHERIDAN ROAD INTERCHANGE","2002",16,5990,5795.74074074074,505.400571716869,27
"680","ALA",8.312,"B","N",914,"SHERIDAN ROAD INTERCHANGE","2002",17,6234,6152.03703703704,281.758281767776,27
"680","ALA",8.312,"B","N",914,"SHERIDAN ROAD INTERCHANGE","2002",18,6109,6059.96296296296,251.454611515521,27
"680","ALA",8.312,"B","N",914,"SHERIDAN ROAD INTERCHANGE","2002",19,5550,5547.25925925926,292.941263815093,27
"680","ALA",8.312,"B","N",914,"SHERIDAN ROAD INTERCHANGE","2002",20,4621,4632.14814814815,449.325623206062,27
"680","ALA",8.312,"B","N",914,"SHERIDAN ROAD INTERCHANGE","2002",21,3008,3259.74074074074,656.651446741056,27
"680","ALA",8.312,"B","N",914,"SHERIDAN ROAD INTERCHANGE","2002",22,2285,2310.14814814815,257.174096031299,27
"680","ALA",8.312,"B","N",914,"SHERIDAN ROAD INTERCHANGE","2002",23,1935,1886.62962962963,305.946972296753,27
"680","ALA",8.312,"B","N",914,"SHERIDAN ROAD INTERCHANGE","2003",0,993,990.48275862069,221.026601613221,29
"680","ALA",8.312,"B","N",914,"SHERIDAN ROAD INTERCHANGE","2003",1,542,549.724137931035,68.4130817438784,29
"680","ALA",8.312,"B","N",914,"SHERIDAN ROAD INTERCHANGE","2003",2,487,480.413793103448,82.4185820073272,29
"680","ALA",8.312,"B","N",914,"SHERIDAN ROAD INTERCHANGE","2003",3,448,442.620689655172,82.9248428195691,29
"680","ALA",8.312,"B","N",914,"SHERIDAN ROAD INTERCHANGE","2003",4,391,393.793103448276,61.8196566695328,29
"680","ALA",8.312,"B","N",914,"SHERIDAN ROAD INTERCHANGE","2003",5,483,485.153846153846,17.2989995264288,26
"680","ALA",8.312,"B","N",914,"SHERIDAN ROAD INTERCHANGE","2003",6,1351,1349.88461538462,40.0293161800967,26
"680","ALA",8.312,"B","N",914,"SHERIDAN ROAD INTERCHANGE","2003",7,3255,3366.44827586207,349.291894532649,29
"680","ALA",8.312,"B","N",914,"SHERIDAN ROAD INTERCHANGE","2003",8,4391,4384.1724137931,170.948210404187,29
"680","ALA",8.312,"B","N",914,"SHERIDAN ROAD INTERCHANGE","2003",9,4157,4038.51724137931,374.851648816821,29
"680","ALA",8.312,"B","N",914,"SHERIDAN ROAD INTERCHANGE","2003",10,3292,3191.06896551724,273.63569773312,29
"680","ALA",8.312,"B","N",914,"SHERIDAN ROAD INTERCHANGE","2003",11,2696,2699.51724137931,145.797712281105,29
"680","ALA",8.312,"B","N",914,"SHERIDAN ROAD INTERCHANGE","2003",12,2713,2721.41379310345,158.196423393148,29
"680","ALA",8.312,"B","N",914,"SHERIDAN ROAD INTERCHANGE","2003",13,2949,3002.62068965517,241.631864885571,29
"680","ALA",8.312,"B","N",914,"SHERIDAN ROAD INTERCHANGE","2003",14,3440,3539.89285714286,387.879643349413,28
"680","ALA",8.312,"B","N",914,"SHERIDAN ROAD INTERCHANGE","2003",15,4853,5006.72413793103,418.103874358627,29
"680","ALA",8.312,"B","N",914,"SHERIDAN ROAD INTERCHANGE","2003",16,6087,6089.31034482759,184.609066378557,29
"680","ALA",8.312,"B","N",914,"SHERIDAN ROAD INTERCHANGE","2003",17,6209,6200.65517241379,133.978483310373,29
"680","ALA",8.312,"B","N",914,"SHERIDAN ROAD INTERCHANGE","2003",18,6162,6109.58620689655,258.192552349346,29
"680","ALA",8.312,"B","N",914,"SHERIDAN ROAD INTERCHANGE","2003",19,5649,5520.06896551724,545.287141332402,29
"680","ALA",8.312,"B","N",914,"SHERIDAN ROAD INTERCHANGE","2003",20,4776.5,4576.67857142857,608.511544890112,28
"680","ALA",8.312,"B","N",914,"SHERIDAN ROAD INTERCHANGE","2003",21,2849,2858.89655172414,331.439861473238,29
"680","ALA",8.312,"B","N",914,"SHERIDAN ROAD INTERCHANGE","2003",22,2147,2119.10344827586,238.578280778266,29
"680","ALA",8.312,"B","N",914,"SHERIDAN ROAD INTERCHANGE","2003",23,1603,1623.13793103448,333.130575443874,29
"680","ALA",8.312,"B","N",914,"SHERIDAN ROAD INTERCHANGE","2004",0,1079,1081.05882352941,120.480014207874,17
"680","ALA",8.312,"B","N",914,"SHERIDAN ROAD INTERCHANGE","2004",1,633,626.470588235294,69.222573672772,17
"680","ALA",8.312,"B","N",914,"SHERIDAN ROAD INTERCHANGE","2004",2,484,477,84.1419930831211,17
"680","ALA",8.312,"B","N",914,"SHERIDAN ROAD INTERCHANGE","2004",3,463,448,99.5018844042664,17
"680","ALA",8.312,"B","N",914,"SHERIDAN ROAD INTERCHANGE","2004",4,406,405.058823529412,69.8475756453251,17
"680","ALA",8.312,"B","N",914,"SHERIDAN ROAD INTERCHANGE","2004",5,464,461,64.4495927062383,17
"680","ALA",8.312,"B","N",914,"SHERIDAN ROAD INTERCHANGE","2004",6,1271,1333.52941176471,129.720429022889,17
"680","ALA",8.312,"B","N",914,"SHERIDAN ROAD INTERCHANGE","2004",7,3213,3328,237.118904771425,17
"680","ALA",8.312,"B","N",914,"SHERIDAN ROAD INTERCHANGE","2004",8,4575,4579.94117647059,102.073178766655,17
"680","ALA",8.312,"B","N",914,"SHERIDAN ROAD INTERCHANGE","2004",9,4659,4623,139.302279234763,17
"680","ALA",8.312,"B","N",914,"SHERIDAN ROAD INTERCHANGE","2004",10,3675,3605.82352941176,203.376263147312,17
"680","ALA",8.312,"B","N",914,"SHERIDAN ROAD INTERCHANGE","2004",11,2929,2879.58823529412,151.933397753559,17
"680","ALA",8.312,"B","N",914,"SHERIDAN ROAD INTERCHANGE","2004",12,2704,2739,159.218403458897,17
"680","ALA",8.312,"B","N",914,"SHERIDAN ROAD INTERCHANGE","2004",13,2953,2975.23529411765,155.806983721753,17
"680","ALA",8.312,"B","N",914,"SHERIDAN ROAD INTERCHANGE","2004",14,3404,3416.82352941176,178.622589309876,17
"680","ALA",8.312,"B","N",914,"SHERIDAN ROAD INTERCHANGE","2004",15,4704,4623.41176470588,273.111254533645,17
"680","ALA",8.312,"B","N",914,"SHERIDAN ROAD INTERCHANGE","2004",16,5790,5783.70588235294,180.125915926152,17
"680","ALA",8.312,"B","N",914,"SHERIDAN ROAD INTERCHANGE","2004",17,6146,6101.17647058824,367.759982069508,17
"680","ALA",8.312,"B","N",914,"SHERIDAN ROAD INTERCHANGE","2004",18,6197,6043.52941176471,405.001561362277,17
"680","ALA",8.312,"B","N",914,"SHERIDAN ROAD INTERCHANGE","2004",19,5851,5816,234.946536471598,17
"680","ALA",8.312,"B","N",914,"SHERIDAN ROAD INTERCHANGE","2004",20,5204,5092.88235294118,387.964541284532,17
"680","ALA",8.312,"B","N",914,"SHERIDAN ROAD INTERCHANGE","2004",21,3350,3376.35294117647,509.399394038763,17
"680","ALA",8.312,"B","N",914,"SHERIDAN ROAD INTERCHANGE","2004",22,2299,2362.35294117647,263.153933368017,17
"680","ALA",8.312,"B","N",914,"SHERIDAN ROAD INTERCHANGE","2004",23,1846,1787.52941176471,186.295839207113,17
"680","ALA",8.312,"B","N",914,"SHERIDAN ROAD INTERCHANGE","2005",0,1024,1093.42424242424,207.963793468814,33
"680","ALA",8.312,"B","N",914,"SHERIDAN ROAD INTERCHANGE","2005",1,591,620.935483870968,142.032844906585,31
"680","ALA",8.312,"B","N",914,"SHERIDAN ROAD INTERCHANGE","2005",2,454,459.363636363636,94.6568863652489,33
"680","ALA",8.312,"B","N",914,"SHERIDAN ROAD INTERCHANGE","2005",3,477,479.515151515152,89.594615216304,33
"680","ALA",8.312,"B","N",914,"SHERIDAN ROAD INTERCHANGE","2005",4,411,410.25,57.7290668666169,32
"680","ALA",8.312,"B","N",914,"SHERIDAN ROAD INTERCHANGE","2005",5,501.5,506.53125,34.5169284087416,32
"680","ALA",8.312,"B","N",914,"SHERIDAN ROAD INTERCHANGE","2005",6,1460,1475.5,96.8733792788464,32
"680","ALA",8.312,"B","N",914,"SHERIDAN ROAD INTERCHANGE","2005",7,3442.5,3464.28125,147.951874122809,32
"680","ALA",8.312,"B","N",914,"SHERIDAN ROAD INTERCHANGE","2005",8,4687,4700.6875,143.209622469099,32
"680","ALA",8.312,"B","N",914,"SHERIDAN ROAD INTERCHANGE","2005",9,4512,4505.4375,133.388333750164,32
"680","ALA",8.312,"B","N",914,"SHERIDAN ROAD INTERCHANGE","2005",10,3475.5,3444.21875,295.972288848346,32
"680","ALA",8.312,"B","N",914,"SHERIDAN ROAD INTERCHANGE","2005",11,2777.5,2798.46666666667,157.275013543339,30
"680","ALA",8.312,"B","N",914,"SHERIDAN ROAD INTERCHANGE","2005",12,2699,2732.23333333333,112.767592352845,30
"680","ALA",8.312,"B","N",914,"SHERIDAN ROAD INTERCHANGE","2005",13,2926.5,2984.93333333333,160.599294311443,30
